title,url,isbn
杀鬼 甘耀明长篇代表作台北国际书展基金会书展大奖魔幻现实主义糅合新乡土书写 世纪文景【善水启迪图书 正版保真】 【本店支持开发票 如需帮助请联系客服】,https://product.dangdang.com/11878506290.html,9787208164703
美满 淡豹短篇小说集，在人海中打捞生活的骸骨，用现实的星星点点去注解幻想,https://product.dangdang.com/29000107.html,9787208165007
瓜亚基印第安人编年史（比肩《忧郁的热带》，击败时间的民族志书写） 比肩《忧郁的热带》，击败时间的民族志书写。师从法国国宝级人类学家克洛德·列维-斯特劳斯，美国当代小说大师保罗·奥斯特翻译本书英文版并作序推荐。,https://product.dangdang.com/29302692.html,9787208169517
我从哪里来（德国图书奖大奖、艾兴多夫文学奖获奖作品！） 《明镜周刊》畅销榜首，蝉联畅销榜75周！我出生在一个如今已经不复存在的国家，讲述南斯拉夫疯狂往事，轰动欧洲的文坛怪才。,https://product.dangdang.com/29256382.html,9787208169944
清末民国人口贩卖与家庭生活 师承史景迁，以复杂个体之集合勾勒不为人知的历史侧面；海量档案细节，以独特视角构筑真实丰满的晚清民国家庭生活,https://product.dangdang.com/29464371.html,9787208170841
雷蒙·鲁塞尔 米歇尔·福柯对法国文学家雷蒙·鲁塞尔作品中的隐喻、沉默、双关进行细致的解读 9787208172470 上,https://product.dangdang.com/11433337457.html,9787208172470
生者与余众（文学永远不会消亡，国际都柏林文学奖得主阿瓜卢萨新作） 获葡萄牙笔会小说奖，以澎湃的想象力，展现讲故事的巨大热情。,https://product.dangdang.com/29391401.html,9787208174252
莫须有（倪湛舸十年磨一剑，重述南宋冤案，再现岳云、岳雷、赵构、秦桧的幽微心理。虞云国、李修文、路内、赵松、刘勃竭诚推荐） 15:01入选2023得到年度书单?名单。每个人都在尽力，都在竭尽全力地做好自己该做的事，可这些错综复杂的事，终又将怎样网罗着我们，这群拼命挣扎的人？,https://product.dangdang.com/29400511.html,9787208175716
与父亲的奥德赛（古希腊英雄父子的传奇史诗，交叠当代父子的平凡人生。）,https://product.dangdang.com/29464369.html,9787208175839
中国艺术史(全新修订版) 上海人民出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,https://product.dangdang.com/11202197547.html,9787208176393
以鹰之名（《纽约时报》21世纪百大好书第40位，非虚构知名奖项塞缪尔约翰逊奖获奖作品） 一个骤失父亲的女儿，一位写出传世亚瑟王传奇的潦倒作家， 以鹰的名义，他们相隔百年却遥相呼应——有些伤口，永远不会愈合。,https://product.dangdang.com/29414260.html,9787208176584
明日传奇（横扫欧美各大年度好书榜单，绝妙的游戏玩家小说） 现象级畅销书《岛上书店》作者加·泽文重磅新作，亚马逊年度好书榜首，Goodreads读者票选年度小说。我们无法像游戏角色那样拥有无数次机会重新开始，但爱与热爱足以重写人生。,https://product.dangdang.com/29515756.html,9787208177895
悠悠岁月（2022年诺贝尔文学奖得主安妮·埃尔诺作品）,https://product.dangdang.com/12100008199.html,9787208178311
资本主义与精神分裂(卷2):千高原(修订译本)(法国哲学研究丛书·学术译丛) 让德勒兹与加塔利享誉全球的代表作！,https://product.dangdang.com/29549419.html,9787208178977
时间熊（2023年寒假百班千人 六年级推荐阅读书目）,https://product.dangdang.com/29484429.html,9787208180161
工厂日记 深入工厂的非虚构写作，感受劳动者的疾苦，对工作与自由的反思,https://product.dangdang.com/29570156.html,9787208181564
猎人们（朱天心的非典型猫书，钢筋混凝土丛林中的猫族豪侠传） 长销近二十载，新版载誉归来；10篇爱憎分明的文字+60余张街猫倩影，邂逅十数位个性迥异的“城市猎人”；钱永祥、孙歌撰文推荐，包慧怡、郑诗亮诚挚推荐,https://product.dangdang.com/29627072.html,9787208182851
海外中国研究·缀珍录：18世纪及其前后的中国妇女（古代女性研究著作。中国社会性别史研究领域里程碑式的著作。）,https://product.dangdang.com/29421496.html,9787214268761
海外中国研究·内闱：宋代妇女的婚姻和生活（古代女性研究著作。1995年列文森奖获奖作品。美国历史学会终身成就奖获得者伊沛,https://product.dangdang.com/29399872.html,9787214268808
绝迹动物古抄本——斯宾塞·布莱克医生的解剖手记 一本正经讲述不存在的事物。借一位不存在的狂医之手，为11种想象中的生物绘制解剖图。众筹3日筹资逾100 000。刘慈欣、马伯庸心动推荐。,https://product.dangdang.com/25196178.html,9787216092852
粤语字典粤语教材广州音字典 粤语正音字典 普通话对照 饶秉才著 学粤语的好书 广州话粤语 讲白话 广州方言书籍广州话正音 正版可开发票 请联系在线当当客服,https://product.dangdang.com/11947092981.html,9787218000503
大雅诗丛·坛子轶事 (美)华莱士·史蒂文斯(Wallace Stevens) 著 广西人民出版社【正版书籍】 正版图书，下单前请先咨询客服，欢迎选购！,https://product.dangdang.com/11737740740.html,9787219092101
冬日花粉：休斯文集（英国桂冠诗人特德·休斯重要的文集国内首次出版，多角度、多层次呈现特德·休斯这位“霹雳”一般的神秘诗人 英国桂冠诗人特德·休斯重要的文集国内首次出版，多角度、多层次呈现特德·休斯这位“霹雳”一般的神秘诗人,https://product.dangdang.com/29296942.html,9787219111192
莱斯博斯的玫瑰——亨里克?诺德布兰德诗选,https://product.dangdang.com/29628921.html,9787219115930
四川方言辞典【正版图书，满额减】 【速开发票，优质售后，支持7天无理由退换】,https://product.dangdang.com/11849158095.html,9787220091759
民国了:另类又真实的辛亥革命，一本打破对辛亥革命刻板印象的作品 另类又真实的辛亥革命，一本打破对辛亥革命刻板印象的作品，全新修订版新增绿茶手绘插图。从武昌举义写到清帝退位，重点着墨于各省的独立过程，作者强调回到历史现场，重现辛亥人看到、听到、感受到的辛亥革命。,https://product.dangdang.com/25201006.html,9787220104305
正版 王考 台湾当代文学史经典童伟格作品山村乡土长篇小说书籍,https://product.dangdang.com/11924427859.html,9787220113468
现货 无伤时代 联合报文学奖得主童伟格长篇小说 作废的美学伤废书写 当代小说书籍【畅享鑫龙专营店】 可开发票 如需请联系在线小当当客服,https://product.dangdang.com/11902247856.html,9787220113949
童伟格小说集：王考+无伤时代+西北雨（套装共三册） 正版书籍 七天无理由退换货【让您无忧购物】,https://product.dangdang.com/11924362768.html,9787220114632
近代能乐集 日三岛由纪夫 四川人民出版社 外国文学-各国文学 9787220115875,https://product.dangdang.com/11781937544.html,9787220115875
其后赖香吟 著四川人民出版社9787220119057 正版旧书，保证质量，此书为单本而非一套，电子发票！,https://product.dangdang.com/11945873445.html,9787220119057
瓦西里·焦尔金 特瓦尔多夫斯基诗选 四川人民出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,https://product.dangdang.com/11176035287.html,9787220125584
