DATE,QUANTITY,CODECONTENT
2025-03-05 00:32:04 -0500,1,9787559463623
2025-03-05 01:02:08 -0500,1,9787559467409
2025-03-05 01:02:35 -0500,1,9787559613035
2025-03-05 20:51:43 -0500,5,9787559614636
2025-04-12 06:22:14 -0400,1,9787559624550
2025-04-12 06:55:41 -0400,2,9787559629210
2025-03-05 00:45:03 -0500,2,9787559632357
2025-03-05 00:35:34 -0500,2,9787559636041
2025-04-12 05:53:22 -0400,2,9787559636676
2025-03-05 00:59:20 -0500,1,9787559640246
2025-03-03 00:26:40 -0500,1,9787559640567
2025-04-12 05:13:42 -0400,1,9787559644282
2025-03-05 00:51:10 -0500,2,9787559646187
2025-03-05 00:32:14 -0500,2,9787559646446
2025-03-05 00:48:05 -0500,1,9787559651716
2025-03-05 00:30:42 -0500,2,9787559652867
2025-03-05 00:30:00 -0500,2,9787559655097
2025-03-05 00:35:00 -0500,2,9787559656377
2025-03-05 19:21:57 -0500,1,9787559660268
2025-03-05 20:52:15 -0500,3,9787559660497
2025-03-05 00:28:39 -0500,2,9787559661791
2025-03-05 00:53:06 -0500,1,9787559661975
2025-04-11 23:34:34 -0400,1,9787559662101
2025-04-11 23:30:25 -0400,1,9787559662170
2025-03-05 01:12:55 -0500,1,9787559662729
2025-03-05 00:31:37 -0500,1,9787559664358
2025-04-12 05:21:41 -0400,1,9787559665270
2025-03-05 00:46:00 -0500,1,9787559665973
2025-04-12 06:18:45 -0400,2,9787559668073
2025-04-12 05:13:02 -0400,2,9787559668080
2025-04-12 05:34:02 -0400,2,9787559668684
2025-03-05 19:18:30 -0500,2,9787559670984
2025-03-03 00:26:27 -0500,2,9787559671288
2025-03-05 00:48:46 -0500,1,9787559671738
2025-03-05 00:39:09 -0500,1,9787559677082
2025-03-05 01:07:07 -0500,2,9787559800848
2025-04-12 06:37:13 -0400,1,9787559807076
2025-04-12 06:37:04 -0400,1,9787559807328
2025-04-12 06:37:33 -0400,2,9787559809513
2025-03-05 01:47:57 -0500,2,9787559810021
2025-03-05 00:51:47 -0500,2,9787559813961
2025-03-05 01:03:54 -0500,2,9787559816474
2025-03-05 01:00:48 -0500,2,9787559816719
2025-03-03 00:03:27 -0500,4,9787559817006
2025-04-12 06:27:04 -0400,1,9787559817617
2025-04-12 06:03:15 -0400,1,9787559821225
2025-04-12 05:15:44 -0400,2,9787559825285
2025-04-12 05:36:32 -0400,1,9787559825315
2025-03-03 00:21:36 -0500,1,9787559826060
2025-04-12 05:51:25 -0400,2,9787559829092
2025-03-05 00:35:40 -0500,2,9787559833129
2025-03-03 00:25:18 -0500,1,9787559835338
2025-04-12 05:13:15 -0400,4,9787559837011
2025-03-05 20:45:21 -0500,1,9787559837868
2025-04-11 23:28:09 -0400,1,9787559843791
2025-04-11 23:40:34 -0400,2,9787559844286
2025-03-05 01:05:21 -0500,1,9787559846532
2025-04-11 23:28:01 -0400,1,9787559846808
2025-04-12 05:48:10 -0400,1,9787559847096
2025-04-12 06:31:33 -0400,1,9787559847157
2025-04-12 06:36:02 -0400,3,9787559847263
2025-04-12 06:35:54 -0400,1,9787559847270
2025-04-12 06:36:09 -0400,2,9787559847560
2025-03-03 00:04:16 -0500,2,9787559849243
2025-03-05 00:32:55 -0500,1,9787559851970
2025-04-12 05:13:09 -0400,2,9787559853110
2025-04-12 05:36:11 -0400,1,9787559853547
2025-04-11 23:30:07 -0400,1,9787559854209
2025-04-11 23:25:44 -0400,1,9787559855060
2025-04-11 23:28:36 -0400,1,9787559856463
2025-03-05 00:44:34 -0500,1,9787559856739
2025-04-12 05:57:42 -0400,1,9787559856746
2025-04-12 06:31:47 -0400,2,9787559857637
2025-03-05 00:45:22 -0500,1,9787559857682
2025-03-05 00:33:33 -0500,1,9787559858115
2025-03-03 00:14:01 -0500,2,9787559860156
2025-03-05 20:00:13 -0500,1,9787559862044
2025-03-03 00:10:18 -0500,1,9787560575766
2025-04-12 05:52:25 -0400,3,9787562181958
2025-03-05 20:36:01 -0500,2,9787562477464
2025-04-12 06:00:29 -0400,2,9787563366958
2025-04-12 06:28:23 -0400,1,9787563397594
2025-03-05 00:42:10 -0500,1,9787564922283
2025-04-12 05:14:50 -0400,2,9787567134423
2025-03-05 00:54:38 -0500,1,9787567501263
2025-03-05 00:27:26 -0500,1,9787567536081
2025-03-05 00:49:58 -0500,1,9787567551183
2025-03-05 00:36:10 -0500,1,9787567598348
2025-03-05 20:22:06 -0500,3,9787568050562
2025-04-12 05:59:45 -0400,2,9787568902144
2025-03-05 00:54:46 -0500,2,9787568910309
2025-04-12 06:02:36 -0400,4,9787568914307
2025-03-05 20:01:10 -0500,1,9787568923453
2025-03-05 00:30:22 -0500,2,9787568929974
2025-04-12 05:40:06 -0400,2,9787568938198
2025-04-12 06:47:48 -0400,2,9787569930269
2025-03-03 00:03:17 -0500,2,9787569940855
2025-04-12 06:52:55 -0400,2,9787569942798
2025-03-05 00:50:17 -0500,1,9787570214570
2025-04-12 06:03:21 -0400,1,9787570216345
2025-03-05 01:42:21 -0500,1,9787570224982
2025-03-05 00:51:52 -0500,1,9787570229116
2025-03-05 20:53:20 -0500,1,9787570329083
2025-03-03 00:32:42 -0500,1,9787572221965
2025-03-03 00:32:17 -0500,1,9787572225420
2025-03-03 00:32:27 -0500,1,9787572225482
2025-03-03 00:32:23 -0500,1,9787572225789
2025-03-03 00:18:45 -0500,1,9787572601187
2025-04-12 06:53:34 -0400,1,9787572605673
2025-03-05 19:32:03 -0500,2,9787572605727
2025-04-12 06:49:04 -0400,1,9787572607943
2025-03-05 20:26:23 -0500,2,9787572609268
2025-03-05 21:00:45 -0500,1,9787572609701
2025-03-05 20:27:19 -0500,2,9787572610301
2025-03-03 00:20:59 -0500,1,9787572612466
2025-03-05 21:05:46 -0500,2,9787573502490
2025-04-11 23:33:01 -0400,1,9787573600561
2025-04-11 23:24:39 -0400,1,9787574006041
2025-04-12 05:53:06 -0400,1,9787576004205
2025-03-05 00:49:22 -0500,1,9787576007244
2025-04-12 05:39:44 -0400,1,9787576014945
2025-03-05 00:47:55 -0500,1,9787576027266
2025-03-05 00:35:50 -0500,2,9787576027358
2025-04-12 06:51:31 -0400,2,9787576027808
2025-04-12 06:00:38 -0400,1,9787801067579
2025-03-05 01:00:01 -0500,1,9787807097440
2025-03-05 00:46:06 -0500,1,9787807098331
2025-04-12 05:15:13 -0400,1,9787807407447
2025-04-12 05:25:14 -0400,1,9789570506563
2025-03-05 20:29:16 -0500,1,9789570534221
2025-04-12 06:45:56 -0400,1,9789572655627
2025-04-12 06:45:37 -0400,1,9789572675755
2025-03-05 01:04:57 -0500,1,9789573296690
2025-04-12 06:39:58 -0400,1,9789573330264
2025-03-05 20:41:12 -0500,1,9789574187140
2025-03-05 00:31:51 -0500,1,9789576743597
2025-04-12 06:25:50 -0400,1,9789579447416
2025-04-12 06:27:17 -0400,1,9789579447782
2025-03-05 01:47:18 -0500,1,9789620441073
2025-04-12 05:51:46 -0400,1,9789620450280
2025-03-05 01:46:41 -0500,1,9789644441066
2025-03-05 20:44:51 -0500,1,9789861761022
2025-04-12 06:49:32 -0400,1,9789862354483
2025-03-05 00:47:12 -0500,1,9789863269236
2025-04-12 05:46:05 -0400,1,9789863443384
2025-04-12 06:51:57 -0400,3,9789863444091
2025-03-15 18:06:34 -0400,1,9789863444336
2025-04-12 06:20:10 -0400,1,9789863446682
2025-03-05 01:47:05 -0500,1,9789863504283
2025-03-05 01:47:27 -0500,1,9789863875895
2025-03-05 01:46:53 -0500,1,9789863875925
2025-03-05 01:05:07 -0500,1,9789863875956
2025-03-05 01:48:38 -0500,2,9789864457199
2025-04-12 05:48:53 -0400,1,9789865081522
2025-04-12 06:46:52 -0400,3,9789865580001
2025-04-12 06:19:37 -0400,1,9789865580704
2025-04-12 06:48:04 -0400,1,9789865580735
2025-03-05 01:48:33 -0500,1,9789865823047
2025-04-12 05:57:11 -0400,1,9789866490316
2025-04-12 06:01:15 -0400,1,9789881902528
2025-03-15 18:06:08 -0400,1,9789887603221
2025-04-12 06:19:48 -0400,3,9789887648956
2025-04-12 05:52:13 -0400,1,9789888675746
2025-03-05 01:49:29 -0500,1,9970528081465
